회사명,종목명,시가총액,시가총액순위,상장주식수,액면가,매매단위,주총일,전자투표전자투표,외국인한도주식수(A),외국인보유주식수(B),외국인소진율(B/A),투자의견,목표주가,52주최고,52주최저,PER(WISEfn),EPS(WISEfn),PER(KRX),EPS(KRX),추정PER,EPS,PBR(WISEfn),BPS(WISEfn),배당수익률,동일업종 PER,동일업종 등락률,업종PER비율
start,18/01/01_20:35:16
weekday,Monday
회사명,종목코드
일진머티리얼즈,020150,"1조
										
											7,618",130,"46,000,000",500,1,2017.03.24,도입,"46,000,000","1,770,584",3.85%,3.67,"45,333","45,100","12,000",39.44,971,39.44,971,30.00,"1,272",5.42,"7,071",0.13,148.01,+0.92%,26.65%
현대위아,011210,"1조
										
											7,677",128,"27,195,083","5,000",1,2017.03.17,미도입,"27,195,083","3,463,995",12.74%,3.50,"75,400","79,900","59,100",13.52,"4,807",13.21,"4,922",21.00,"3,161",0.53,"122,680",1.69,9.58,-0.21%,141.13%
선진,136490,"3,662",332,"23,779,604",500,1,2017.03.24,미도입,"23,779,604","3,073,392",12.92%,N/A,N/A,"38,000","14,000",8.72,"1,766",8.70,"1,770",N/A,N/A,1.48,"10,427",0.30,16.14,+0.24%,54.03%
미원화학,134380,"1,285",589,"2,185,180","1,000",1,2017.02.28,미도입,"2,185,180","113,185",5.18%,N/A,N/A,"86,900","54,800",9.81,"5,993",9.79,"6,008",N/A,N/A,1.48,"39,838",1.70,14.05,+2.07%,69.82%
팀스,134790,824,720,"2,000,000",500,1,2017.03.24,미도입,"2,000,000","13,026",0.65%,N/A,N/A,"51,900","17,450",614.93,67,515.00,80,N/A,N/A,3.21,"12,840",0.49,29.36,+0.21%,2094.45%
두산엔진,082740,"2,561",405,"69,500,000","1,000",1,2017.03.31,도입,"69,500,000","2,310,860",3.32%,3.50,"5,200","5,290","3,085",-1.41,"-2,608",N/A,N/A,27.00,139,0.48,"7,687",N/A,-4.78,+3.08%,29.50%
대성에너지,117580,"1,658",509,"27,500,000","1,000",1,2017.03.24,미도입,"27,500,000","789,213",2.87%,N/A,N/A,"6,700","6,030",11.87,508,11.87,508,N/A,N/A,0.57,"10,629",4.15,-22.27,+1.04%,-53.30%
현대에이치씨엔,126560,"4,459",299,"112,876,596",500,1,2017.03.24,미도입,"55,309,533","21,049,269",38.06%,3.50,"4,733","4,500","3,500",9.59,412,9.59,412,10.00,410,0.71,"5,569",1.01,58.99,+0.71%,16.26%
케이티스,058860,"1,051",651,"34,802,000",500,1,2017.03.28,도입,"34,802,000","1,722,752",4.95%,N/A,N/A,"4,050","2,850",10.52,287,10.24,295,N/A,N/A,0.65,"4,650",2.65,36.92,+3.75%,28.49%
한전산업,130660,"1,333",576,"32,600,000",500,1,2017.03.24,도입,"32,600,000","434,886",1.33%,N/A,N/A,"4,825","3,890",10.10,405,10.10,405,N/A,N/A,2.04,"2,008",5.33,3.82,-0.43%,264.40%
코라오홀딩스,900140,"2,264",436,"47,869,508",0.25,1,2017.03.31,미도입,"47,869,508","5,739,392",11.99%,N/A,N/A,"8,470","4,500",5.27,898,N/A,N/A,N/A,N/A,0.51,"9,190",2.54,5.95,-0.20%,88.57%
동양네트웍스,030790,"1,262",600,"80,129,088",500,1,2018.02.02,미도입,"80,129,088","561,315",0.70%,N/A,N/A,"2,645",900,-20.45,-77,N/A,N/A,N/A,N/A,2.04,772,N/A,32.17,+1.49%,-63.57%
휠라코리아,081660,"9,974",187,"12,223,014","5,000",1,2017.09.29,미도입,"12,223,014","2,963,241",24.24%,4.00,"107,333","86,400","64,100",2.87,"28,420",2.87,"28,420",14.00,"5,949",1.09,"75,175",0.61,18.19,+0.49%,15.78%
KTcs,058850,969,680,"42,685,000",500,1,2017.03.28,미도입,"42,685,000","2,892,154",6.78%,N/A,N/A,"2,995","2,250",12.68,179,12.40,183,N/A,N/A,0.63,"3,603",3.52,36.92,+3.75%,34.34%
현대홈쇼핑,057050,"1조
										
											4,460",154,"12,000,000","5,000",1,2017.03.23,미도입,"5,880,000","2,897,191",49.27%,3.93,"173,385","148,000","105,000",11.17,"10,788",11.02,"10,932",11.00,"10,929",0.98,"123,533",1.25,22.34,-1.81%,50.00%
도화엔지니어링,002150,"1,667",507,"33,720,000",500,1,2017.03.24,미도입,"33,720,000","500,946",1.49%,N/A,N/A,"6,100","4,350",133.65,37,130.13,38,N/A,N/A,0.72,"6,839",3.44,22.29,+1.79%,599.60%
대성산업,128820,"1,735",490,"45,235,478","5,000",1,2017.06.30,미도입,"45,235,478","121,529",0.27%,N/A,N/A,"5,390","2,055",-1.22,"-3,144",N/A,N/A,N/A,N/A,2.92,"1,315",N/A,11.01,+0.39%,-11.08%
아이마켓코리아,122900,"3,238",364,"35,943,340",500,1,2017.03.29,도입,"35,943,340","7,311,960",20.34%,N/A,N/A,"14,700","8,840",12.39,727,12.13,743,N/A,N/A,0.81,"11,144",4.99,36.92,+3.75%,33.56%
한미약품,128940,"6조
										
											5,195",48,"11,163,452","2,500",1,2017.03.10,미도입,"11,163,452","1,436,625",12.87%,3.84,"600,395","607,000","281,500",285.02,"2,049",283.91,"2,057",106.00,"5,505",10.06,"58,074",0.31,65.05,+0.91%,438.16%
우진,105840,835,716,"17,360,000",500,1,2017.03.24,미도입,"17,360,000","85,065",0.49%,N/A,N/A,"7,600","4,655",-218.64,-22,N/A,N/A,N/A,N/A,0.78,"6,129",4.57,-77.50,+0.40%,282.12%
무학,033920,"5,600",263,"28,500,000",200,1,2017.03.24,미도입,"28,500,000","4,914,710",17.24%,3.33,"27,000","26,700","17,250",9.11,"2,157",8.90,"2,207",9.00,"2,176",1.12,"17,542",1.78,25.20,+1.91%,36.15%
웅진에너지,103130,"2,069",456,"25,172,958","5,000",1,2017.03.24,도입,"25,172,958","418,963",1.66%,N/A,N/A,"10,350","4,480",-1.26,"-6,538",N/A,N/A,N/A,N/A,2.13,"3,857",N/A,14.05,+2.07%,-8.97%
이연제약,102460,"3,606",336,"16,770,000",500,1,2017.11.29,미도입,"16,770,000","1,050,546",6.26%,N/A,N/A,"41,600","19,900",30.58,703,30.58,703,N/A,N/A,1.86,"11,534",1.25,65.05,+0.91%,47.01%
한국화장품,123690,"2,780",389,"16,068,000",500,1,2017.03.17,미도입,"16,068,000","191,855",1.19%,N/A,N/A,"23,400","10,700",19.01,910,19.01,910,N/A,N/A,4.99,"3,466",N/A,29.66,+1.26%,64.09%
에스제이엠,123700,765,732,"15,604,898",500,1,2017.03.24,미도입,"15,604,898","2,179,004",13.96%,N/A,N/A,"7,470","4,880",5.10,961,5.10,961,N/A,N/A,0.48,"10,177",4.08,9.58,-0.21%,53.24%
한라홀딩스,060980,"6,773",241,"10,802,691","5,000",1,2017.03.24,미도입,"10,802,691","1,110,108",10.28%,4.00,"85,250","70,900","56,800",8.99,"6,975",8.88,"7,062",9.00,"6,796",0.73,"86,195",1.99,9.58,-0.21%,93.84%
삼성생명,032830,"24조
										
											9,000",10,"200,000,000",500,1,2017.03.24,미도입,"200,000,000","33,051,343",16.53%,4.07,"162,067","138,500","104,500",12.12,"10,271",10.91,"11,407",17.00,"7,323",0.84,"148,374",0.96,11.72,+0.79%,103.41%
신세계푸드,031440,"5,131",277,"3,872,480","5,000",1,2017.03.10,미도입,"3,872,480","237,278",6.13%,4.00,"191,000","178,000","118,000",35.91,"3,690",35.91,"3,690",22.00,"5,905",1.73,"76,745",0.45,26.13,+1.04%,137.43%
한화생명,088350,"6조
										
											15",52,"868,530,000","5,000",1,2017.03.24,미도입,"868,530,000","165,736,519",19.08%,3.79,"9,300","8,160","5,900",7.54,916,6.53,"1,058",9.00,756,0.61,"11,351",1.16,11.72,+0.79%,64.33%
조선선재,120030,"1,044",658,"1,257,651",500,1,2017.03.24,도입,"1,257,651","40,011",3.18%,N/A,N/A,"97,700","68,700",7.22,"11,500",7.04,"11,798",N/A,N/A,1.15,"72,394",1.81,16.18,+0.03%,44.62%
코오롱인더,120110,"2조
										
											2,695",108,"25,499,866","5,000",1,2017.03.24,미도입,"25,499,866","4,336,749",17.01%,4.14,"101,571","88,400","64,100",14.59,"6,102",14.59,"6,098",16.00,"5,542",1.25,"70,954",1.24,14.05,+2.07%,103.84%
KC코트렐,119650,623,779,"13,000,000",500,1,2017.03.24,미도입,"13,000,000","164,941",1.27%,N/A,N/A,"6,980","3,800",63.87,75,62.21,77,N/A,N/A,0.90,"5,305",0.83,-77.50,+0.40%,-82.41%
지역난방공사,071320,"8,452",208,"11,578,744","5,000",1,2017.03.30,미도입,"11,578,744","527,959",4.56%,4.00,"92,400","80,800","63,700",6.67,"10,943",6.67,"10,943",13.00,"5,769",0.47,"155,889",5.20,7.56,-0.42%,88.23%
락앤락,115390,"1조
										
											4,988",148,"55,000,000",500,1,2017.12.04,도입,"55,000,000","40,189,040",73.07%,N/A,N/A,"31,700","12,750",31.91,854,31.43,867,N/A,N/A,2.20,"12,394",1.84,16.36,+0.07%,195.05%
영흥철강,012160,"1,064",646,"85,826,509",500,1,2017.03.24,도입,"85,826,509","734,975",0.86%,N/A,N/A,"1,775","1,170",413.33,3,248.00,5,N/A,N/A,0.36,"3,426",2.42,16.18,+0.03%,2554.57%
우리들휴브레인,118000,759,736,"21,553,594",500,1,2017.03.30,도입,"21,553,594","102,643",0.48%,N/A,N/A,"13,900","1,685",-6.94,-507,N/A,N/A,N/A,N/A,4.83,729,N/A,34.13,+1.64%,-20.33%
한전기술,052690,"9,096",201,"38,220,000",200,1,2018.02.21,미도입,"38,220,000","594,044",1.55%,3.50,"21,500","29,100","16,550",51.07,466,50.85,468,62.00,385,2.15,"11,090",0.46,3.82,-0.43%,1336.91%
GKL,114090,"1조
										
											8,093",125,"61,855,670",500,1,2018.01.25,미도입,"61,855,670","9,953,942",16.09%,3.67,"34,222","34,150","18,750",15.82,"1,849",15.82,"1,849",20.00,"1,452",3.49,"8,386",3.42,26.13,+1.04%,60.54%
SK,034730,"19조
										
											9,120",16,"70,360,297",200,1,2017.03.24,미도입,"70,360,297","16,843,320",23.94%,4.00,"379,625","312,500","211,000",26.22,"10,794",20.69,"13,676",11.00,"26,535",1.22,"232,535",1.31,30.11,+1.41%,87.08%
황금에스티,032560,"1,260",601,"14,000,000",500,1,2017.03.24,도입,"14,000,000","1,512,899",10.81%,N/A,N/A,"11,900","8,300",6.08,"1,480",6.08,"1,480",N/A,N/A,0.64,"14,151",0.83,15.74,+1.20%,38.63%
하이트진로,000080,"1조
										
											6,902",135,"70,133,611","5,000",1,2017.03.17,도입,"70,133,611","13,819,611",19.70%,3.83,"30,545","27,200","19,800",44.80,538,43.74,551,47.00,509,1.30,"18,504",3.73,25.20,+1.91%,177.78%
동양생명,082640,"1조
										
											2,263",164,"161,358,585","5,000",1,2017.03.29,미도입,"161,358,585","133,879,237",82.97%,3.44,"10,400","13,200","7,440",67.86,112,64.41,118,6.00,"1,357",0.43,"17,760",2.63,11.72,+0.79%,579.01%
유니온머티리얼,047400,"1,029",661,"42,000,000",500,1,2017.09.28,미도입,"42,000,000","556,065",1.32%,N/A,N/A,"3,255","2,340",15.41,159,15.41,159,N/A,N/A,1.04,"2,355",1.43,15.74,+1.20%,97.90%
형지엘리트,093240,886,699,"19,040,208",500,1,2017.09.28,미도입,"19,040,208","111,431",0.59%,N/A,N/A,"7,160","2,830",-8.48,-549,N/A,N/A,N/A,N/A,1.40,"3,323",N/A,18.19,+0.49%,-46.62%
키움증권,039490,"1조
										
											9,359",116,"22,099,740","5,000",1,2017.03.24,미도입,"22,099,740","5,341,852",24.17%,3.83,"105,167","93,900","68,500",10.76,"8,142",10.76,"8,142",9.00,"10,031",1.56,"56,278",0.97,19.03,+1.05%,56.54%
영원무역,111770,"1조
										
											3,958",155,"44,311,468",500,1,2017.03.17,미도입,"44,311,468","10,121,421",22.84%,4.00,"43,460","37,950","26,000",12.69,"2,482",12.66,"2,489",11.00,"2,950",1.11,"28,320",0.79,18.19,+0.49%,69.76%
아주캐피탈,033660,"4,011",313,"57,545,890","5,000",1,2017.08.18,미도입,"57,545,890","555,542",0.97%,N/A,N/A,"9,990","6,560",8.20,850,8.16,854,N/A,N/A,0.54,"12,866",5.02,8.06,-1.00%,101.74%
한미글로벌,053690,975,674,"10,867,583",500,1,2017.03.24,미도입,"10,867,583","486,058",4.47%,N/A,N/A,"12,100","8,550",10.47,857,9.69,926,N/A,N/A,0.91,"9,839",3.34,22.29,+1.79%,46.97%
동아지질,028100,"1,346",573,"11,500,000",500,1,2017.03.24,미도입,"11,500,000","1,094,520",9.52%,N/A,N/A,"15,700","9,200",11.83,989,11.62,"1,007",N/A,N/A,0.88,"13,223",1.71,22.29,+1.79%,53.07%
STX중공업,071970,"1,136",631,"24,665,351","2,500",1,2018.01.26,미도입,"24,665,351","624,786",2.53%,N/A,N/A,"21,650","1,150",-0.01,"-553,409",N/A,N/A,N/A,N/A,-0.01,"-471,111",N/A,-77.50,+0.40%,0.01%
LG하우시스,108670,"8,708",205,"8,967,670","5,000",1,2017.03.10,미도입,"8,967,670","1,310,538",14.61%,3.71,"113,571","116,000","87,600",12.92,"7,514",12.91,"7,524",12.00,"8,378",1.03,"93,927",1.85,16.18,+1.10%,79.85%
한세실업,105630,"1조
										
											780",177,"40,000,000",500,1,2017.03.17,미도입,"40,000,000","1,815,695",4.54%,3.73,"33,300","30,500","21,900",22.96,"1,174",22.94,"1,175",19.00,"1,416",2.37,"11,378",1.22,18.19,+0.49%,126.22%
KGP,109070,261,974,"7,468,088",500,1,2017.07.26,도입,"7,468,088","202,349",2.71%,N/A,N/A,"5,580",319,-1.04,"-3,381",N/A,N/A,N/A,N/A,1.74,"2,016",N/A,24.54,+0.35%,-4.24%
미원홀딩스,107590,"1,131",633,"2,331,774",500,1,2017.03.28,미도입,"2,331,774","108,739",4.66%,N/A,N/A,"675,000","42,600",10.02,"4,842",8.08,"6,002",N/A,N/A,1.47,"33,017",1.13,14.05,+2.07%,71.32%
NAVER,035420,"28조
										
											6,775",6,"32,962,679",500,1,2017.03.17,미도입,"32,962,679","19,668,079",59.67%,4.04,"1,069,200","975,000","717,000",38.27,"22,732",33.79,"25,746",35.00,"24,844",6.97,"124,786",0.13,48.83,-1.08%,78.37%
부국철강,026940,558,808,"20,000,000",500,1,2017.03.24,미도입,"20,000,000","1,201,895",6.01%,N/A,N/A,"3,380","2,720",17.66,158,17.66,158,N/A,N/A,0.51,"5,507",2.69,16.18,+0.03%,109.15%
KB금융,105560,"26조
										
											5,083",8,"418,111,537","5,000",1,2017.11.20,미도입,"418,111,537","290,039,354",69.37%,4.06,"74,433","64,000","42,000",11.61,"5,459",11.35,"5,588",8.00,"8,085",0.81,"77,815",1.97,9.37,-0.12%,123.91%
한국철강,104700,"3,477",343,"9,210,000","5,000",1,2017.03.24,미도입,"9,210,000","1,911,042",20.75%,3.86,"47,857","48,000","35,300",7.47,"5,054",7.47,"5,056",7.00,"5,081",0.45,"83,519",2.38,16.18,+0.03%,46.17%
일진전기,103590,"1,646",512,"37,080,390","1,000",1,2017.03.24,미도입,"37,080,390","869,667",2.35%,N/A,N/A,"5,800","4,400",116.84,38,116.84,38,N/A,N/A,0.51,"8,629",1.35,28.66,+0.87%,407.68%
풍산,103140,"1조
										
											3,312",159,"28,024,278","5,000",1,2017.03.24,도입,"28,024,278","4,846,193",17.29%,3.94,"62,000","58,900","37,050",9.67,"4,910",9.67,"4,912",8.00,"6,016",1.08,"44,008",1.47,15.74,+1.20%,61.44%
LG이노텍,011070,"3조
										
											4,081",78,"23,667,107","5,000",1,2017.03.17,미도입,"23,667,107","5,385,008",22.75%,4.05,"210,100","188,000","84,700",689.00,209,689.00,209,17.00,"8,459",1.92,"75,154",0.17,148.01,+0.92%,465.51%
명문제약,017180,"1,435",557,"24,040,000",500,1,2017.10.27,도입,"24,040,000","462,308",1.92%,N/A,N/A,"8,150","4,755",19.20,311,18.83,317,N/A,N/A,1.57,"3,806",0.81,65.05,+0.91%,29.52%
비상교육,100220,"1,547",533,"12,996,741",500,1,2017.03.24,도입,"12,996,741","1,254,579",9.65%,N/A,N/A,"17,500","10,000",6.04,"1,970",5.69,"2,092",N/A,N/A,0.75,"15,935",2.77,24.85,+0.64%,24.31%
동성코퍼레이션,102260,"2,549",407,"45,444,970","1,000",1,2017.03.23,도입,"45,444,970","1,911,221",4.21%,N/A,N/A,"6,930","5,490",6.81,824,6.55,856,N/A,N/A,0.83,"6,744",3.57,14.05,+2.07%,48.47%
쌍방울,102280,"1,498",546,"129,124,213",500,1,2017.03.31,도입,"129,124,213","2,638,870",2.04%,N/A,N/A,"2,285","1,090",-9.28,-125,N/A,N/A,N/A,N/A,0.86,"1,346",N/A,18.19,+0.49%,-51.02%
LG유플러스,032640,"6조
										
											1,126",51,"436,611,361","5,000",1,2017.03.17,미도입,"213,939,571","180,284,490",84.27%,3.88,"17,418","17,900","11,150",12.40,"1,129",12.40,"1,129",11.00,"1,247",1.27,"11,054",2.50,12.76,-0.68%,97.18%
아티스,101140,629,775,"23,641,211",500,1,2017.09.18,미도입,"23,641,211","92,457",0.39%,N/A,N/A,"4,065","1,685",-23.54,-113,N/A,N/A,N/A,N/A,9.27,287,N/A,18.19,+0.49%,-129.41%
아시아나항공,020560,"9,307",198,"205,235,294","5,000",1,2017.03.31,도입,"102,597,126","19,026,224",18.54%,3.64,"5,330","6,390","4,065",18.07,251,18.07,251,11.00,407,1.04,"4,346",N/A,-9.02,+0.67%,-200.33%
SBS미디어홀딩스,101060,"4,274",301,"139,896,190",500,1,2017.03.23,미도입,"139,896,190","5,173,333",3.70%,N/A,N/A,"3,250","2,585",33.94,90,33.94,90,N/A,N/A,0.62,"4,917",0.82,58.99,+0.71%,57.54%
S&TC,100840,"1,141",630,"7,084,612",500,1,2017.02.28,미도입,"7,084,612","96,477",1.36%,N/A,N/A,"20,900","13,500",70.93,227,70.93,227,N/A,N/A,0.51,"31,492",3.11,-77.50,+0.40%,-91.52%
진양홀딩스,100250,"1,677",505,"55,895,292",500,1,2017.03.17,미도입,"55,895,292","2,205,602",3.95%,N/A,N/A,"3,450","2,955",10.17,295,9.97,301,N/A,N/A,0.55,"5,502",4.67,14.05,+2.07%,72.38%
하나니켈1호,099340,349,"22,756,200",2014.06.12,미도입,"2,270","1,155",exception
하나니켈2호,099350,74,"3,284,000",2014.06.12,미도입,"3,735","1,305",exception
엔케이,085310,"1,008",666,"79,983,352",500,1,2017.03.24,도입,"79,983,352","1,028,345",1.29%,N/A,N/A,"3,225","1,010",-2.23,-564,N/A,N/A,N/A,N/A,0.55,"2,296",N/A,-77.50,+0.40%,2.88%
한전KPS,051600,"1조
										
											8,270",124,"45,000,000",200,1,2017.04.11,도입,"45,000,000","9,817,484",21.82%,3.83,"50,333","64,300","37,300",20.69,"1,962",20.69,"1,962",13.00,"3,077",2.31,"17,550",1.67,3.82,-0.43%,541.62%
이아이디,093230,440,849,"122,690,174",200,1,2017.12.22,도입,"122,690,174","2,035,973",1.66%,N/A,N/A,807,311,-1.74,-206,N/A,N/A,N/A,N/A,0.93,384,N/A,11.01,+0.39%,-15.80%
기신정기,092440,"1,428",560,"29,200,000",500,1,2017.06.16,미도입,"29,200,000","18,781,106",64.32%,N/A,N/A,"5,200","4,450",489.00,10,489.00,10,N/A,N/A,0.65,"7,523",3.07,-77.50,+0.40%,-630.97%
KSS해운,044450,"2,103",454,"23,185,880",500,1,2017.03.17,미도입,"23,185,880","1,450,565",6.26%,N/A,N/A,"11,000","7,810",15.88,571,15.50,585,N/A,N/A,0.88,"10,265",1.87,-14.50,+1.04%,-109.52%
효성 ITX,094280,"1,456",554,"11,558,200",500,1,2017.03.17,도입,"11,558,200","211,199",1.83%,N/A,N/A,"18,900","10,900",21.39,589,21.00,600,N/A,N/A,2.87,"4,386",1.59,36.92,+3.75%,57.94%
유나이티드,033270,"4,935",283,"16,207,322",500,1,2017.03.17,도입,"16,207,322","3,996,668",24.66%,4.00,"32,250","30,700","16,700",25.29,"1,204",23.84,"1,277",18.00,"1,739",2.54,"11,981",0.82,65.05,+0.91%,38.88%
디아이씨,092200,"1,802",478,"22,467,410",500,1,2017.03.27,미도입,"22,467,410","360,098",1.60%,N/A,N/A,"11,250","7,740",24.23,331,23.87,336,N/A,N/A,1.00,"7,987",0.62,9.58,-0.21%,252.92%
CJ제일제당,097950,"4조
										
											8,227",61,"13,176,748","5,000",1,2017.03.24,미도입,"13,176,748","3,575,388",27.13%,4.05,"483,650","417,500","334,500",19.22,"19,044",18.75,"19,522",13.00,"28,246",1.52,"241,270",0.68,16.14,+0.24%,119.08%
팬오션,028670,"2조
										
											8,170",96,"534,537,812","1,000",1,2017.03.22,미도입,"534,537,812","36,029,138",6.74%,4.08,"7,175","6,820","3,775",28.64,184,28.64,184,19.00,273,1.11,"4,754",N/A,-14.50,+1.04%,-197.52%
한진중공업,097230,"3,510",340,"106,052,508","5,000",1,2017.10.31,미도입,"106,052,508","4,697,947",4.43%,3.80,"5,560","5,210","2,835",-1.03,"-3,214",N/A,N/A,-3.00,"-1,155",0.39,"8,450",N/A,-4.78,+3.08%,21.55%
JW홀딩스,096760,"5,191",276,"62,020,883",500,1,2017.03.17,도입,"62,020,883","2,017,406",3.25%,N/A,N/A,"11,100","7,300",-58.12,-144,N/A,N/A,N/A,N/A,4.47,"1,872",0.88,65.05,+0.91%,-89.35%
SK이노베이션,096770,"18조
										
											9,092",17,"92,465,564","5,000",1,2017.03.24,미도입,"92,465,564","38,621,777",41.77%,4.00,"265,952","218,000","145,500",11.47,"17,834",11.40,"17,934",8.00,"25,440",1.11,"183,525",3.13,11.01,+0.39%,104.18%
삼성카드,029780,"4조
										
											5,880",64,"115,858,891","5,000",1,2017.03.24,미도입,"115,858,891","13,725,827",11.85%,3.88,"45,625","43,200","35,350",13.13,"3,016",12.93,"3,063",12.00,"3,231",0.66,"60,356",3.79,13.13,+0.38%,100.00%
베트남개발1,096300,640,"124,245,360",2016.01.29,미도입,721,499,exception
알루코,001780,"2,564",404,"74,524,102",500,1,2017.03.31,미도입,"74,524,102","1,001,267",1.34%,N/A,N/A,"6,100","3,290",10.75,320,10.75,320,N/A,N/A,1.28,"2,691",1.45,15.74,+1.20%,68.30%
웅진씽크빅,095720,"2,455",414,"34,621,165",500,1,2017.03.31,도입,"34,621,165","4,400,808",12.71%,N/A,N/A,"10,200","6,400",10.49,676,10.19,696,N/A,N/A,0.86,"8,283",N/A,24.85,+0.64%,42.21%
맵스리얼티1,094800,"3,574","92,834,331",2014.11.07,미도입,"4,075","3,700",exception
아비스타,090370,796,723,"23,005,352",500,1,2017.08.04,도입,"23,005,352",0,0.00%,N/A,N/A,"3,875",548,-0.41,"-8,495",N/A,N/A,N/A,N/A,1.82,"1,902",N/A,18.19,+0.49%,-2.25%
후성,093370,"9,379",196,"92,399,753",500,1,2017.03.24,도입,"92,399,753","1,396,978",1.51%,N/A,N/A,"12,700","6,210",14.42,704,14.40,705,N/A,N/A,6.19,"1,640",N/A,14.05,+2.07%,102.63%
LF,093050,"9,152",199,"29,240,000","5,000",1,2017.03.24,미도입,"29,240,000","10,996,476",37.61%,3.88,"37,625","33,550","19,800",17.71,"1,767",17.71,"1,767",11.00,"2,849",0.87,"36,006",1.60,18.19,+0.49%,97.36%
주연테크,044380,335,908,"63,773,270",100,1,2017.03.24,미도입,"63,773,270","225,876",0.35%,N/A,N/A,"1,535",484,32.81,16,30.88,17,N/A,N/A,0.96,549,N/A,-30.43,+0.64%,-107.82%
코스맥스비티아이,044820,"3,160",368,"9,603,921",500,1,2017.03.17,도입,"9,603,921","713,282",7.43%,N/A,N/A,"41,800","23,700",20.58,"1,599",20.47,"1,607",N/A,N/A,1.08,"30,363",0.61,65.05,+0.91%,31.64%
인천도시가스,034590,"1,301",586,"4,374,754","5,000",1,2017.03.10,미도입,"4,374,754","33,339",0.76%,N/A,N/A,"32,000","29,500",15.15,"1,964",14.28,"2,084",N/A,N/A,0.75,"39,501",4.20,-22.27,+1.04%,-68.03%
삼정펄프,009770,"1,039",659,"2,499,971","5,000",1,2017.03.24,미도입,"2,499,971","86,302",3.45%,N/A,N/A,"49,850","40,700",5.38,"7,729",5.38,"7,729",N/A,N/A,0.58,"71,120",3.97,15.92,+1.01%,33.79%
KEC,092220,"1,430",558,"110,855,877",500,1,2017.03.30,미도입,"110,855,877","4,485,230",4.05%,N/A,N/A,"1,990",888,322.50,4,322.50,4,N/A,N/A,0.58,"2,215",N/A,15.53,+3.04%,2076.63%
KPX홀딩스,092230,"2,767",390,"4,224,646","5,000",1,2017.03.17,미도입,"4,224,646","1,330,157",31.49%,N/A,N/A,"74,100","61,000",9.36,"7,000",9.05,"7,238",N/A,N/A,0.46,"141,449",3.21,14.05,+2.07%,66.62%
현대EP,089470,"2,169",443,"31,900,000",500,1,2017.03.24,미도입,"31,900,000","2,235,541",7.01%,N/A,N/A,"9,450","5,870",4.24,"1,603",4.24,"1,603",N/A,N/A,0.81,"8,388",2.06,9.58,-0.21%,44.26%
세원셀론텍,091090,"1,961",464,"60,990,792",500,1,2017.03.31,미도입,"60,990,792","1,130,429",1.85%,N/A,N/A,"3,900","2,160",-21.58,-149,N/A,N/A,N/A,N/A,0.99,"3,241",N/A,11.01,+0.39%,-196.00%
노루페인트,090350,"1,736",489,"20,000,000",500,1,2017.03.24,도입,"20,000,000","898,560",4.49%,N/A,N/A,"9,670","7,800",18.71,464,18.71,464,N/A,N/A,0.64,"13,510",2.30,16.18,+1.10%,115.64%
아모레퍼시픽,090430,"17조
										
											8,006",19,"58,458,490",500,1,2017.03.17,미도입,"58,458,490","20,098,154",34.38%,3.43,"356,250","367,000","236,500",32.88,"9,262",32.86,"9,267",47.00,"6,489",5.41,"56,234",0.52,29.66,+1.26%,110.86%
롯데관광개발,032350,"4,903",285,"45,395,023",500,1,2017.03.24,미도입,"45,395,023","217,029",0.48%,N/A,N/A,"16,500","7,040",317.65,34,251.16,43,N/A,N/A,2.98,"3,623",N/A,26.13,+1.04%,1215.65%
평화산업,090080,537,816,"37,403,844",500,1,2017.03.24,미도입,"37,403,844","689,996",1.84%,N/A,N/A,"2,335","1,400",31.20,46,31.20,46,N/A,N/A,0.91,"1,580",3.48,9.58,-0.21%,325.68%
우진플라임,049800,860,711,"10,000,000",500,1,2017.12.29,도입,"10,000,000","342,312",3.42%,N/A,N/A,"15,800","7,110",5.81,"1,480",5.81,"1,480",N/A,N/A,1.08,"7,991",N/A,-77.50,+0.40%,-7.50%
신세계I&C,035510,"1,417",561,"1,720,000","5,000",1,2017.03.10,미도입,"1,720,000","178,441",10.37%,N/A,N/A,"85,000","67,900",55.68,"1,480",55.64,"1,481",N/A,N/A,0.85,"96,917",1.21,32.17,+1.49%,173.08%
진도,088790,666,764,"12,447,744",500,1,2017.03.31,미도입,"12,447,744","112,068",0.90%,N/A,N/A,"6,380","4,855",8.02,667,8.02,667,N/A,N/A,0.70,"7,668",3.74,18.19,+0.49%,44.09%
맥쿼리인프라,088980,"2조
										
											8,796","349,044,336",2017.03.24,미도입,"8,830","7,980",exception
롯데쇼핑,023530,"5조
										
											5,963",55,"28,122,047","5,000",1,2017.08.29,미도입,"28,122,047","4,585,066",16.30%,3.57,"256,835","322,000","188,000",37.26,"5,341",40.05,"4,969",-40.00,"-4,914",0.36,"551,720",1.00,14.78,+0.97%,252.10%
현대글로비스,086280,"5조
										
											1,000",58,"37,500,000",500,1,2017.03.17,미도입,"37,500,000","11,907,701",31.75%,4.06,"201,563","172,000","133,000",10.09,"13,483",10.09,"13,483",9.00,"15,872",1.47,"92,725",2.21,13.70,+0.70%,73.65%
